Date,Time,Traffic Volume,Average Speed (km-h),Occupancy Rate (%),Temperature,Precipitation (mm),Wind Speed (km-h),Visibility (km),Hour of Day,Incident Type,Incident Duration (min),Location_Agra,Location_Allahabad,Location_Bareilly,Location_Faizabad,Location_Ghaziabad,Location_Gorakhpur,Location_Kanpur,Location_Lucknow,Location_Mathura,Location_Varanasi,Day of Week_Friday,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Hour,Day,Month,Year,Traffic_Lag_1,Traffic_Lag_2,Traffic_Lag_3
2023-12-01,20:00:00,0.08780487804878048,65,75,0.12195121951219515,3.0,10,7,20,Roadwork,60,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,1,12,2023,0.07804878048780486,0.06829268292682927,0.053658536585365846
2023-12-01,23:00:00,0.04390243902439023,70,65,0.07317073170731711,0.0,5,10,23,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23,1,12,2023,0.08780487804878048,0.07804878048780486,0.06829268292682927
2023-12-02,08:00:00,0.10731707317073169,62,82,0.17073170731707318,1.0,11,9,8,Minor Accident,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,2,12,2023,0.04390243902439023,0.08780487804878048,0.07804878048780486
2023-12-02,12:00:00,0.0975609756097561,57,87,0.24390243902439027,0.0,13,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,2,12,2023,0.10731707317073169,0.04390243902439023,0.08780487804878048
2023-12-02,16:00:00,0.08780487804878048,48,92,0.21951219512195122,2.0,7,8,16,Heavy Traffic,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,2,12,2023,0.0975609756097561,0.10731707317073169,0.04390243902439023
2023-12-02,20:00:00,0.07317073170731708,66,78,0.14634146341463414,0.0,9,10,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,2,12,2023,0.08780487804878048,0.0975609756097561,0.10731707317073169
2023-12-02,23:00:00,0.06829268292682927,72,68,0.0975609756097561,1.0,6,9,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23,2,12,2023,0.07317073170731708,0.08780487804878048,0.0975609756097561
2023-12-03,08:00:00,0.01951219512195121,61,80,0.12195121951219515,3.0,12,7,8,Accident,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,3,12,2023,0.06829268292682927,0.07317073170731708,0.08780487804878048
2023-12-03,12:00:00,0.029268292682926828,54,88,0.19512195121951223,1.0,8,9,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,3,12,2023,0.01951219512195121,0.06829268292682927,0.07317073170731708
2023-12-03,16:00:00,0.01951219512195121,46,93,0.17073170731707318,0.0,10,10,16,Roadblock,40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,3,12,2023,0.029268292682926828,0.01951219512195121,0.06829268292682927
2023-12-03,20:00:00,0.053658536585365846,63,77,0.0975609756097561,2.0,7,8,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,3,12,2023,0.01951219512195121,0.029268292682926828,0.01951219512195121
2023-12-03,23:00:00,0.039024390243902446,69,66,0.048780487804878064,0.0,5,10,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23,3,12,2023,0.053658536585365846,0.01951219512195121,0.029268292682926828
2023-12-04,08:00:00,0.14634146341463414,58,78,0.12195121951219515,1.0,11,9,8,Accident,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,4,12,2023,0.039024390243902446,0.053658536585365846,0.01951219512195121
2023-12-04,12:00:00,0.16585365853658537,54,83,0.19512195121951223,0.0,12,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,4,12,2023,0.14634146341463414,0.039024390243902446,0.053658536585365846
2023-12-04,16:00:00,0.15609756097560976,47,88,0.17073170731707318,2.0,9,8,16,Heavy Traffic,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,4,12,2023,0.16585365853658537,0.14634146341463414,0.039024390243902446
2023-12-04,20:00:00,0.15121951219512195,64,74,0.0975609756097561,0.0,10,10,20,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,4,12,2023,0.15609756097560976,0.16585365853658537,0.14634146341463414
2023-12-04,23:00:00,0.04878048780487804,70,63,0.07317073170731711,0.0,6,9,23,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23,4,12,2023,0.15121951219512195,0.15609756097560976,0.16585365853658537
2023-12-05,08:00:00,0.15609756097560976,59,79,0.0975609756097561,2.0,10,8,8,Roadwork,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,5,12,2023,0.04878048780487804,0.15121951219512195,0.15609756097560976
2023-12-05,12:00:00,0.1804878048780488,53,85,0.17073170731707318,0.0,13,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,5,12,2023,0.15609756097560976,0.04878048780487804,0.15121951219512195
2023-12-05,16:00:00,0.24390243902439027,45,90,0.14634146341463414,3.0,8,7,16,Accident,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,5,12,2023,0.1804878048780488,0.15609756097560976,0.04878048780487804
2023-12-05,20:00:00,0.12682926829268293,66,76,0.12195121951219515,0.0,9,9,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,5,12,2023,0.24390243902439027,0.1804878048780488,0.15609756097560976
2023-12-05,23:00:00,0.058536585365853655,68,65,0.048780487804878064,0.0,6,10,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,5,12,2023,0.12682926829268293,0.24390243902439027,0.1804878048780488
2023-12-06,08:00:00,0.16097560975609757,60,81,0.07317073170731711,1.0,10,8,8,Minor Accident,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,6,12,2023,0.058536585365853655,0.12682926829268293,0.24390243902439027
2023-12-06,12:00:00,0.18536585365853656,52,87,0.14634146341463414,0.0,11,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,6,12,2023,0.16097560975609757,0.058536585365853655,0.12682926829268293
2023-12-06,16:00:00,0.24878048780487802,46,92,0.12195121951219515,2.0,7,9,16,Heavy Traffic,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,6,12,2023,0.18536585365853656,0.16097560975609757,0.058536585365853655
2023-12-06,20:00:00,0.12195121951219512,65,78,0.07317073170731711,1.0,10,8,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,6,12,2023,0.24878048780487802,0.18536585365853656,0.16097560975609757
2023-12-06,23:00:00,0.06341463414634146,69,68,0.02439024390243902,0.0,5,10,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,6,12,2023,0.12195121951219512,0.24878048780487802,0.18536585365853656
2023-12-07,08:00:00,0.16585365853658537,61,82,0.0975609756097561,2.0,9,9,8,Roadblock,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,7,12,2023,0.06341463414634146,0.12195121951219512,0.24878048780487802
2023-12-07,12:00:00,0.19024390243902436,51,88,0.17073170731707318,0.0,12,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,7,12,2023,0.16585365853658537,0.06341463414634146,0.12195121951219512
2023-12-07,16:00:00,0.25365853658536586,44,93,0.14634146341463414,1.0,8,8,16,Accident,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,7,12,2023,0.19024390243902436,0.16585365853658537,0.06341463414634146
2023-12-07,20:00:00,0.11707317073170731,67,80,0.12195121951219515,0.0,9,9,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,7,12,2023,0.25365853658536586,0.19024390243902436,0.16585365853658537
2023-12-07,23:00:00,0.06829268292682927,70,70,0.048780487804878064,0.0,7,10,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23,7,12,2023,0.11707317073170731,0.25365853658536586,0.19024390243902436
2023-12-08,08:00:00,0.17073170731707318,60,83,0.07317073170731711,1.0,11,8,8,Minor Accident,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,8,12,2023,0.06829268292682927,0.11707317073170731,0.25365853658536586
2023-12-08,12:00:00,0.19512195121951217,50,89,0.12195121951219515,0.0,10,10,12,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,8,12,2023,0.17073170731707318,0.06829268292682927,0.11707317073170731
2023-12-08,16:00:00,0.25853658536585367,43,94,0.0975609756097561,2.0,7,9,16,Heavy Traffic,60,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,8,12,2023,0.19512195121951217,0.17073170731707318,0.06829268292682927
2023-12-08,20:00:00,0.1121951219512195,68,82,0.048780487804878064,0.0,8,10,20,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,8,12,2023,0.25853658536585367,0.19512195121951217,0.17073170731707318
2023-12-08,23:00:00,0.07317073170731708,71,71,0.02439024390243902,0.0,5,9,23,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23,8,12,2023,0.1121951219512195,0.25853658536585367,0.19512195121951217
2023-12-09,08:00:00,0.175609756097561,59,84,0.0975609756097561,2.0,12,9,8,Accident,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,9,12,2023,0.07317073170731708,0.1121951219512195,0.25853658536585367
2023-12-09,12:00:00,0.19999999999999998,49,90,0.17073170731707318,0.0,11,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,9,12,2023,0.175609756097561,0.07317073170731708,0.1121951219512195
2023-12-09,16:00:00,0.2634146341463415,42,95,0.14634146341463414,1.0,9,8,16,Heavy Traffic,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,9,12,2023,0.19999999999999998,0.175609756097561,0.07317073170731708
2023-12-09,20:00:00,0.10731707317073169,69,83,0.0975609756097561,0.0,7,9,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,9,12,2023,0.2634146341463415,0.19999999999999998,0.175609756097561
2023-12-09,23:00:00,0.07804878048780486,72,72,0.048780487804878064,0.0,6,10,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23,9,12,2023,0.10731707317073169,0.2634146341463415,0.19999999999999998
2023-12-10,08:00:00,0.13658536585365852,58,81,0.21951219512195122,2.0,14,10,8,Accident,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,10,12,2023,0.07804878048780486,0.10731707317073169,0.2634146341463415
2023-12-10,12:00:00,0.10731707317073169,62,77,0.2682926829268293,0.0,11,9,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,10,12,2023,0.13658536585365852,0.07804878048780486,0.10731707317073169
2023-12-10,16:00:00,0.11707317073170731,54,83,0.24390243902439027,1.0,9,8,16,Heavy Traffic,45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,10,12,2023,0.10731707317073169,0.13658536585365852,0.07804878048780486
2023-12-10,20:00:00,0.09268292682926829,64,75,0.19512195121951223,3.0,13,10,20,Roadwork,60,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,10,12,2023,0.11707317073170731,0.10731707317073169,0.13658536585365852
2023-12-10,23:00:00,0.07317073170731708,69,70,0.14634146341463414,0.0,6,11,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23,10,12,2023,0.09268292682926829,0.11707317073170731,0.10731707317073169
2023-12-11,08:00:00,0.15121951219512195,60,82,0.17073170731707318,1.0,10,8,8,Minor Accident,25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,11,12,2023,0.07317073170731708,0.09268292682926829,0.11707317073170731
2023-12-11,12:00:00,0.14146341463414633,57,88,0.29268292682926833,0.0,14,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,11,12,2023,0.15121951219512195,0.07317073170731708,0.09268292682926829
2023-12-11,16:00:00,0.16097560975609757,49,92,0.21951219512195122,2.0,8,9,16,Heavy Traffic,50,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,11,12,2023,0.14146341463414633,0.15121951219512195,0.07317073170731708
2023-12-11,20:00:00,0.13170731707317074,65,78,0.19512195121951223,0.0,12,10,20,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,11,12,2023,0.16097560975609757,0.14146341463414633,0.15121951219512195
2023-12-11,23:00:00,0.12682926829268293,72,68,0.12195121951219515,1.0,7,8,23,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23,11,12,2023,0.13170731707317074,0.16097560975609757,0.14146341463414633
2023-12-12,08:00:00,0.14634146341463414,61,80,0.14634146341463414,3.0,10,9,8,Accident,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,12,12,2023,0.12682926829268293,0.13170731707317074,0.16097560975609757
2023-12-12,12:00:00,0.13658536585365852,55,87,0.24390243902439027,1.0,8,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,12,12,2023,0.14634146341463414,0.12682926829268293,0.13170731707317074
2023-12-12,16:00:00,0.12682926829268293,47,91,0.21951219512195122,0.0,11,8,16,Roadblock,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,12,12,2023,0.13658536585365852,0.14634146341463414,0.12682926829268293
2023-12-12,20:00:00,0.14146341463414633,63,76,0.17073170731707318,2.0,9,10,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,12,12,2023,0.12682926829268293,0.13658536585365852,0.14634146341463414
2023-12-12,23:00:00,0.1121951219512195,69,65,0.0975609756097561,0.0,5,9,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,12,12,2023,0.14146341463414633,0.12682926829268293,0.13658536585365852
2023-12-13,08:00:00,0.16585365853658537,58,79,0.12195121951219515,1.0,13,10,8,Accident,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,13,12,2023,0.1121951219512195,0.14146341463414633,0.12682926829268293
2023-12-13,12:00:00,0.15609756097560976,54,85,0.21951219512195122,0.0,12,8,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,13,12,2023,0.16585365853658537,0.1121951219512195,0.14146341463414633
2023-12-13,16:00:00,0.17073170731707318,46,90,0.19512195121951223,2.0,9,9,16,Heavy Traffic,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,13,12,2023,0.15609756097560976,0.16585365853658537,0.1121951219512195
2023-12-13,20:00:00,0.13170731707317074,64,74,0.14634146341463414,0.0,10,10,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,13,12,2023,0.17073170731707318,0.15609756097560976,0.16585365853658537
2023-12-13,23:00:00,0.12195121951219512,70,63,0.12195121951219515,0.0,6,8,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,13,12,2023,0.13170731707317074,0.17073170731707318,0.15609756097560976
2023-12-14,08:00:00,0.175609756097561,59,81,0.0975609756097561,2.0,11,9,8,Roadwork,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,14,12,2023,0.12195121951219512,0.13170731707317074,0.17073170731707318
2023-12-14,12:00:00,0.19024390243902436,53,88,0.17073170731707318,0.0,14,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,14,12,2023,0.175609756097561,0.12195121951219512,0.13170731707317074
2023-12-14,16:00:00,0.2048780487804878,45,92,0.14634146341463414,3.0,10,8,16,Accident,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,14,12,2023,0.19024390243902436,0.175609756097561,0.12195121951219512
2023-12-14,20:00:00,0.12682926829268293,66,75,0.12195121951219515,0.0,12,9,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,14,12,2023,0.2048780487804878,0.19024390243902436,0.175609756097561
2023-12-14,23:00:00,0.1121951219512195,68,65,0.07317073170731711,0.0,7,10,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23,14,12,2023,0.12682926829268293,0.2048780487804878,0.19024390243902436
2023-12-15,08:00:00,0.1804878048780488,60,82,0.12195121951219515,1.0,13,8,8,Minor Accident,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,15,12,2023,0.1121951219512195,0.12682926829268293,0.2048780487804878
2023-12-15,12:00:00,0.19512195121951217,52,87,0.14634146341463414,0.0,10,9,12,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,15,12,2023,0.1804878048780488,0.1121951219512195,0.12682926829268293
2023-12-15,16:00:00,0.2097560975609756,44,94,0.0975609756097561,2.0,11,10,16,Heavy Traffic,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,15,12,2023,0.19512195121951217,0.1804878048780488,0.1121951219512195
2023-12-15,20:00:00,0.12195121951219512,67,78,0.07317073170731711,1.0,8,8,20,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,15,12,2023,0.2097560975609756,0.19512195121951217,0.1804878048780488
2023-12-15,23:00:00,0.10731707317073169,71,67,0.048780487804878064,0.0,6,10,23,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23,15,12,2023,0.12195121951219512,0.2097560975609756,0.19512195121951217
2023-12-16,08:00:00,0.18536585365853656,59,80,0.0975609756097561,2.0,12,9,8,Accident,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,16,12,2023,0.10731707317073169,0.12195121951219512,0.2097560975609756
2023-12-16,12:00:00,0.19999999999999998,51,88,0.17073170731707318,0.0,9,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,16,12,2023,0.18536585365853656,0.10731707317073169,0.12195121951219512
2023-12-16,16:00:00,0.2146341463414634,43,91,0.14634146341463414,1.0,8,8,16,Heavy Traffic,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,16,12,2023,0.19999999999999998,0.18536585365853656,0.10731707317073169
2023-12-16,20:00:00,0.13170731707317074,69,79,0.0975609756097561,0.0,10,9,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,16,12,2023,0.2146341463414634,0.19999999999999998,0.18536585365853656
2023-12-16,23:00:00,0.12195121951219512,72,70,0.07317073170731711,0.0,7,10,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23,16,12,2023,0.13170731707317074,0.2146341463414634,0.19999999999999998
2023-12-17,08:00:00,0.19512195121951217,58,82,0.12195121951219515,2.0,11,9,8,Minor Accident,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,17,12,2023,0.12195121951219512,0.13170731707317074,0.2146341463414634
2023-12-17,12:00:00,0.2048780487804878,52,87,0.19512195121951223,0.0,10,8,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,17,12,2023,0.19512195121951217,0.12195121951219512,0.13170731707317074
2023-12-17,16:00:00,0.21951219512195122,44,93,0.14634146341463414,1.0,9,10,16,Heavy Traffic,45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,17,12,2023,0.2048780487804878,0.19512195121951217,0.12195121951219512
2023-12-17,20:00:00,0.12682926829268293,67,76,0.12195121951219515,0.0,8,9,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,17,12,2023,0.21951219512195122,0.2048780487804878,0.19512195121951217
2023-12-17,23:00:00,0.1121951219512195,70,65,0.07317073170731711,0.0,6,8,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23,17,12,2023,0.12682926829268293,0.21951219512195122,0.2048780487804878
2023-12-18,08:00:00,0.2097560975609756,58,82,0.12195121951219515,2.0,10,9,8,Accident,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,18,12,2023,0.1121951219512195,0.12682926829268293,0.21951219512195122
2023-12-18,12:00:00,0.22439024390243903,54,85,0.19512195121951223,0.0,12,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,18,12,2023,0.2097560975609756,0.1121951219512195,0.12682926829268293
2023-12-18,16:00:00,0.23902439024390246,47,90,0.14634146341463414,1.0,8,9,16,Heavy Traffic,50,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,18,12,2023,0.22439024390243903,0.2097560975609756,0.1121951219512195
2023-12-18,20:00:00,0.13170731707317074,66,76,0.0975609756097561,0.0,9,10,20,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,18,12,2023,0.23902439024390246,0.22439024390243903,0.2097560975609756
2023-12-18,23:00:00,0.11707317073170731,69,68,0.07317073170731711,0.0,7,8,23,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23,18,12,2023,0.13170731707317074,0.23902439024390246,0.22439024390243903
2023-12-19,08:00:00,0.16585365853658537,58,81,0.21951219512195122,2.0,14,10,8,Accident,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,19,12,2023,0.11707317073170731,0.13170731707317074,0.23902439024390246
2023-12-19,12:00:00,0.10731707317073169,62,77,0.2682926829268293,0.0,11,9,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,19,12,2023,0.16585365853658537,0.11707317073170731,0.13170731707317074
2023-12-19,16:00:00,0.11707317073170731,54,83,0.24390243902439027,1.0,9,8,16,Heavy Traffic,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,19,12,2023,0.10731707317073169,0.16585365853658537,0.11707317073170731
2023-12-19,20:00:00,0.09268292682926829,64,75,0.19512195121951223,3.0,13,10,20,Roadwork,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,19,12,2023,0.11707317073170731,0.10731707317073169,0.16585365853658537
2023-12-19,23:00:00,0.07317073170731708,69,70,0.14634146341463414,0.0,6,11,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,19,12,2023,0.09268292682926829,0.11707317073170731,0.10731707317073169
2023-12-20,08:00:00,0.15121951219512195,60,82,0.17073170731707318,1.0,10,8,8,Minor Accident,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,20,12,2023,0.07317073170731708,0.09268292682926829,0.11707317073170731
2023-12-20,12:00:00,0.14146341463414633,57,88,0.29268292682926833,0.0,14,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,20,12,2023,0.15121951219512195,0.07317073170731708,0.09268292682926829
2023-12-20,16:00:00,0.16097560975609757,49,92,0.21951219512195122,2.0,8,9,16,Heavy Traffic,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,20,12,2023,0.14146341463414633,0.15121951219512195,0.07317073170731708
2023-12-20,20:00:00,0.13170731707317074,65,78,0.19512195121951223,0.0,12,10,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,20,12,2023,0.16097560975609757,0.14146341463414633,0.15121951219512195
2023-12-20,23:00:00,0.12682926829268293,72,68,0.12195121951219515,1.0,7,8,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,20,12,2023,0.13170731707317074,0.16097560975609757,0.14146341463414633
2023-12-21,08:00:00,0.14634146341463414,61,80,0.14634146341463414,3.0,10,9,8,Accident,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,21,12,2023,0.12682926829268293,0.13170731707317074,0.16097560975609757
2023-12-21,12:00:00,0.13658536585365852,55,87,0.24390243902439027,1.0,8,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,21,12,2023,0.14634146341463414,0.12682926829268293,0.13170731707317074
2023-12-21,16:00:00,0.12682926829268293,47,91,0.21951219512195122,0.0,11,8,16,Roadblock,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,21,12,2023,0.13658536585365852,0.14634146341463414,0.12682926829268293
2023-12-21,20:00:00,0.14146341463414633,63,76,0.17073170731707318,2.0,9,10,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,21,12,2023,0.12682926829268293,0.13658536585365852,0.14634146341463414
2023-12-21,23:00:00,0.1121951219512195,69,65,0.0975609756097561,0.0,5,9,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23,21,12,2023,0.14146341463414633,0.12682926829268293,0.13658536585365852
2023-12-22,08:00:00,0.16585365853658537,58,79,0.12195121951219515,1.0,13,10,8,Accident,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,22,12,2023,0.1121951219512195,0.14146341463414633,0.12682926829268293
2023-12-22,12:00:00,0.15609756097560976,54,85,0.21951219512195122,0.0,12,8,12,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,22,12,2023,0.16585365853658537,0.1121951219512195,0.14146341463414633
2023-12-22,16:00:00,0.17073170731707318,46,90,0.19512195121951223,2.0,9,9,16,Heavy Traffic,35,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,22,12,2023,0.15609756097560976,0.16585365853658537,0.1121951219512195
2023-12-22,20:00:00,0.13170731707317074,64,74,0.14634146341463414,0.0,10,10,20,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,22,12,2023,0.17073170731707318,0.15609756097560976,0.16585365853658537
2023-12-22,23:00:00,0.12195121951219512,70,63,0.12195121951219515,0.0,6,8,23,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23,22,12,2023,0.13170731707317074,0.17073170731707318,0.15609756097560976
2023-12-23,08:00:00,0.175609756097561,59,81,0.0975609756097561,2.0,11,9,8,Roadwork,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,23,12,2023,0.12195121951219512,0.13170731707317074,0.17073170731707318
2023-12-23,12:00:00,0.19024390243902436,53,88,0.17073170731707318,0.0,14,10,12,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,23,12,2023,0.175609756097561,0.12195121951219512,0.13170731707317074
2023-12-23,16:00:00,0.2048780487804878,45,92,0.14634146341463414,3.0,10,8,16,Accident,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,23,12,2023,0.19024390243902436,0.175609756097561,0.12195121951219512
2023-12-23,20:00:00,0.12682926829268293,66,75,0.12195121951219515,0.0,12,9,20,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,23,12,2023,0.2048780487804878,0.19024390243902436,0.175609756097561
2023-12-23,23:00:00,0.1121951219512195,68,65,0.07317073170731711,0.0,7,10,23,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23,23,12,2023,0.12682926829268293,0.2048780487804878,0.19024390243902436
2023-12-24,08:00:00,0.1804878048780488,60,82,0.12195121951219515,1.0,13,8,8,Minor Accident,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,24,12,2023,0.1121951219512195,0.12682926829268293,0.2048780487804878
